num_sections,dll_characteristics,max_section_entropy,num_dlls,dangerous_api_count,num_rwe_sections,characteristics,is_ep_in_unexpected_section,avg_section_entropy,num_imports,size_of_image,api_list,label
7,33120,7.764979145,11,7,0,34,0,5.307590774,424,88629248,SymGetModuleBase64 SymFunctionTableAccess64 StackWalk64 SymGetSearchPathW SymSetSearchPathW SymSetOptions SymCleanup UnDecorateSymbolName MiniDumpWriteDump SymGetOptions SymFromAddr SymInitialize SymGetLineFromAddr64 WSASocketA getservbyname getservbyport gethostbyaddr inet_ntoa inet_addr WSACleanup htonl closesocket getsockopt socket WSAStartup WSASetLastError ntohs ntohl gethostname gethostbyname accept sendto recvfrom send recv FreeAddrInfoW GetAddrInfoW GetNameInfoW select WSASocketW WSASend WSAGetOverlappedResult WSADuplicateSocketW shutdown listen htons WSASendTo WSARecvFrom WSARecv setsockopt getsockname getpeername ioctlsocket connect bind WSAGetLastError WSAIoctl CertEnumCertificatesInStore CertGetEnhancedKeyUsage CertOpenStore CertFindCertificateInStore CertFreeCertificateContext CertOpenSystemStoreW CertGetCertificateContextProperty CertCloseStore CertDuplicateCertificateContext SystemFunction036 RegGetValueW RegNotifyChangeKeyValue RegOpenKeyExA RegQueryValueExA EventWriteTransfer EventSetInformation EventUnregister EventRegister ReportEventW RegisterEventSourceW DeregisterEventSource CryptEnumProvidersW CryptSignHashW CryptDestroyHash CryptCreateHash CryptDecrypt CryptExportKey CryptGetUserKey CryptGetProvParam CryptSetHashParam CryptDestroyKey CryptGenRandom CryptReleaseContext CryptAcquireContextW SetSecurityInfo GetSecurityInfo SetEntriesInAclA FreeSid AllocateAndInitializeSid RegEnumKeyExA RegEnumKeyExW RegQueryInfoKeyW RegOpenKeyExW RegCloseKey OpenProcessToken GetUserNameW RegQueryValueExW GetMessageA GetSystemMetrics GetUserObjectInformationW TranslateMessage MessageBoxW CharUpperA GetProcessWindowStation MapVirtualKeyW DispatchMessageA CoTaskMemFree GetBestRoute2 CancelMibChangeNotify2 NotifyIpInterfaceChange if_nametoindex ConvertInterfaceIndexToLuid GetAdaptersAddresses ConvertInterfaceLuidToNameW if_indextoname SHGetKnownFolderPath GetUserProfileDirectoryW GetStringTypeW RtlCaptureContext RtlLookupFunctionEntry UnhandledExceptionFilter IsProcessorFeaturePresent InitializeSListHead InterlockedPushEntrySList RtlUnwindEx RtlPcToFileHeader InitializeCriticalSectionAndSpinCount ExitProcess GetModuleHandleExW SetStdHandle ExitThread FreeLibraryAndExitThread GetConsoleOutputCP GetDriveTypeW GetCommandLineA GetCommandLineW FlsAlloc FlsGetValue FlsSetValue FlsFree CompareStringW LCMapStringW GetLocaleInfoW IsValidLocale GetUserDefaultLCID EnumSystemLocalesW GetCPInfo CompareStringEx LCMapStringEx HeapQueryInformation IsValidCodePage GetOEMCP AssignProcessToJobObject DecodePointer EncodePointer InitializeCriticalSectionEx InitOnceComplete VerSetConditionMask VerifyVersionInfoW GetEnvironmentVariableA WideCharToMultiByte GetLastError CloseHandle CreateFileMappingW MapViewOfFile UnmapViewOfFile GetLocalTime SetConsoleCtrlHandler LoadResource LockResource SizeofResource FindResourceA WaitForSingleObject CreateRemoteThread OpenProcess OpenFileMappingW MultiByteToWideChar GetACP GetFileType AddVectoredExceptionHandler RemoveVectoredExceptionHandler RtlCaptureStackBackTrace GetStdHandle GetCurrentProcess GetCurrentProcessId VirtualQuery GetModuleFileNameW WriteConsoleW K32EnumProcessModules LocalFree FormatMessageA InitOnceExecuteOnce CreateEventA GetModuleHandleA GetProcAddress LoadLibraryExA GetEnvironmentStringsW FreeEnvironmentStringsW GetEnvironmentVariableW SetEnvironmentVariableW SetCurrentDirectoryW GetCurrentDirectoryW GetTempPathW SetLastError QueryPerformanceCounter QueryPerformanceFrequency InitializeCriticalSection EnterCriticalSection LeaveCriticalSection Sleep GetProcessTimes GetCurrentThread SetThreadPriority GetThreadPriority SetPriorityClass GetPriorityClass GetThreadTimes GlobalMemoryStatusEx GetSystemInfo GetSystemTimeAsFileTime GetTickCount64 GetSystemTimePreciseAsFileTime GetProcessAffinityMask GetProcessIoCounters FileTimeToSystemTime GetConsoleTitleW SetConsoleTitleW K32GetProcessMemoryInfo SetHandleInformation CreateIoCompletionPort SetFileCompletionNotificationModes CreateFileA CreateFileW DuplicateHandle PostQueuedCompletionStatus SetEvent ResetEvent QueueUserWorkItem RegisterWaitForSingleObject UnregisterWait GetConsoleMode SetConsoleMode GetNumberOfConsoleInputEvents ReadConsoleInputW ReadConsoleW FillConsoleOutputCharacterW FillConsoleOutputAttribute GetConsoleCursorInfo SetConsoleCursorInfo GetConsoleScreenBufferInfo SetConsoleCursorPosition SetConsoleTextAttribute WriteConsoleInputW CancelIoEx CancelIo SwitchToThread GetStartupInfoW NeedCurrentDirectoryForExePathW CreateDirectoryW GetFileAttributesW GetShortPathNameW SetFileInformationByHandle TerminateProcess GetExitCodeProcess ResumeThread CreateProcessW GetProcessId UnregisterWaitEx CreateJobObjectW RtlUnwind SetInformationJobObject CompareStringOrdinal K32GetModuleBaseNameW InitializeSRWLock ReleaseSRWLockExclusive ReleaseSRWLockShared AcquireSRWLockExclusive AcquireSRWLockShared TryAcquireSRWLockExclusive TryAcquireSRWLockShared TryEnterCriticalSection DeleteCriticalSection InitializeConditionVariable WakeConditionVariable WakeAllConditionVariable SleepConditionVariableCS ReleaseSemaphore GetExitCodeThread TlsAlloc TlsGetValue TlsSetValue TlsFree GetCurrentProcessorNumber GetNativeSystemInfo SetThreadAffinityMask CreateSemaphoreA FlushFileBuffers ReadFile WriteFile ConnectNamedPipe SetNamedPipeHandleState PeekNamedPipe CreateNamedPipeW WaitNamedPipeW GetOverlappedResult CancelSynchronousIo CreateNamedPipeA GetNamedPipeHandleStateA GetNamedPipeClientProcessId GetNamedPipeServerProcessId GetLongPathNameW ReadDirectoryChangesW GetFileInformationByHandleEx FindClose FindFirstFileW FindNextFileW GetDiskFreeSpaceW GetFileInformationByHandle GetFileSizeEx GetFinalPathNameByHandleW GetFullPathNameW RemoveDirectoryW SetFilePointerEx SetFileTime DeviceIoControl FlushViewOfFile CreateFileMappingA ReOpenFile CopyFileW MoveFileExW CreateHardLinkW CreateSymbolicLinkW DebugBreak FreeLibrary LoadLibraryExW SetErrorMode GetQueuedCompletionStatusEx GetCurrentThreadId ReadConsoleA GetSystemTime SystemTimeToFileTime VirtualAlloc VirtualProtect VirtualFree VirtualLock GetModuleHandleW LoadLibraryA LoadLibraryW GetSystemDirectoryA SwitchToFiber DeleteFiber CreateFiberEx ConvertFiberToThread ConvertThreadToFiberEx RtlVirtualUnwind RtlAddFunctionTable RtlDeleteFunctionTable IsDebuggerPresent OutputDebugStringA SuspendThread GetThreadContext GetLocaleInfoEx GetNumberFormatEx GetCurrencyFormatEx ResolveLocaleName SystemTimeToTzSpecificLocalTime GetTimeZoneInformation GetTimeFormatEx GetDateFormatEx CreateThread ExpandEnvironmentStringsA GetTickCount GetProcessHeap GetFileSize LockFileEx UnlockFile HeapDestroy HeapCompact HeapAlloc HeapReAlloc DeleteFileW DeleteFileA WaitForSingleObjectEx OutputDebugStringW GetFileAttributesExW GetFileAttributesA GetDiskFreeSpaceA FormatMessageW GetTempPathA HeapSize HeapValidate CreateMutexW UnlockFileEx SetEndOfFile GetFullPathNameA SetFilePointer LockFile HeapFree HeapCreate AreFileApisANSI RaiseException SleepConditionVariableSRW GetDynamicTimeZoneInformation GetGeoInfoW GetUserGeoID LocaleNameToLCID LCIDToLocaleName GetTempFileNameA SetWaitableTimer CreateWaitableTimerExW MapViewOfFileEx QueryThreadCycleTime SetUnhandledExceptionFilter FindFirstFileExW SetFileAttributesW InitOnceBeginInitialize timeGetTime,1
5,0,6.34222742,2,0,0,8462,0,1.721013009,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,33088,6.125004882,7,4,0,258,0,4.68096564,98,36864,?terminate@@YAXXZ _unlock __dllonexit _lock _decode_pointer _except_handler4_common _invoke_watson _controlfp_s _crt_debugger_hook __set_app_type _encode_pointer __p__fmode __p__commode _adjust_fdiv __setusermatherr _configthreadlocale _initterm_e _initterm _acmdln exit _ismbblead _XcptFilter _exit _cexit __getmainargs _amsg_exit mbstowcs atoi fgets strcpy strchr memset srand rand sprintf strstr strlen _wfopen feof fprintf fscanf _onexit fclose WSAStartup setsockopt shutdown socket connect inet_addr gethostbyname select recv send htons closesocket InternetOpenW InternetOpenUrlW InternetOpenA InternetOpenUrlA InternetReadFile InternetCloseHandle StrStrA StrCmpNA PathFileExistsW DnsQuery_A DnsFree GetTickCount lstrlenA GetTimeZoneInformation FileTimeToSystemTime FileTimeToLocalFileTime DeleteFileW Sleep CloseHandle WriteFile CreateFileW ExpandEnvironmentStringsW GetModuleFileNameW GetLastError CreateMutexA InterlockedExchange InterlockedCompareExchange GetStartupInfoA SetUnhandledExceptionFilter QueryPerformanceCounter GetCurrentThreadId GetCurrentProcessId ExitThread GetSystemTimeAsFileTime TerminateProcess GetCurrentProcess UnhandledExceptionFilter IsDebuggerPresent ExitProcess CreateThread GetLocalTime wsprintfW wsprintfA,1
7,32768,7.230628468,7,2,0,783,0,3.83941262,152,319488,RegCloseKey RegCreateKeyExA RegDeleteKeyA RegDeleteValueA RegEnumKeyA RegEnumValueA RegOpenKeyExA RegQueryValueExA RegSetValueExA SetFileSecurityA ImageList_AddMasked ImageList_Create ImageList_Destroy InitCommonControls CreateBrushIndirect CreateFontIndirectA DeleteObject GetDeviceCaps SelectObject SetBkColor SetBkMode SetTextColor CloseHandle CompareFileTime CopyFileA CreateDirectoryA CreateFileA CreateProcessA CreateThread DeleteFileA ExitProcess ExpandEnvironmentStringsA FindClose FindFirstFileA FindNextFileA FreeLibrary GetCommandLineA GetCurrentProcess GetDiskFreeSpaceA GetExitCodeProcess GetFileAttributesA GetFileSize GetFullPathNameA GetLastError GetModuleFileNameA GetModuleHandleA GetPrivateProfileStringA GetProcAddress GetShortPathNameA GetSystemDirectoryA GetTempFileNameA GetTempPathA GetTickCount GetVersion GetWindowsDirectoryA GlobalAlloc GlobalFree GlobalLock GlobalUnlock LoadLibraryExA MoveFileA MulDiv MultiByteToWideChar ReadFile RemoveDirectoryA SearchPathA SetCurrentDirectoryA SetErrorMode SetFileAttributesA SetFilePointer SetFileTime Sleep WaitForSingleObject WriteFile WritePrivateProfileStringA lstrcatA lstrcmpA lstrcmpiA lstrcpynA lstrlenA CoCreateInstance CoTaskMemFree OleInitialize OleUninitialize SHBrowseForFolderA SHFileOperationA SHGetFileInfoA SHGetPathFromIDListA SHGetSpecialFolderLocation ShellExecuteA AppendMenuA BeginPaint CallWindowProcA CharNextA CharPrevA CheckDlgButton CloseClipboard CreateDialogParamA CreatePopupMenu CreateWindowExA DefWindowProcA DestroyWindow DialogBoxParamA DispatchMessageA DrawTextA EmptyClipboard EnableMenuItem EnableWindow EndDialog EndPaint ExitWindowsEx FillRect FindWindowExA GetClassInfoA GetClientRect GetDC GetDlgItem GetDlgItemTextA GetMessagePos GetSysColor GetSystemMenu GetSystemMetrics GetWindowLongA GetWindowRect InvalidateRect IsWindow IsWindowEnabled IsWindowVisible LoadBitmapA LoadCursorA LoadImageA MessageBoxIndirectA OpenClipboard PeekMessageA PostQuitMessage RegisterClassA ScreenToClient SendMessageA SendMessageTimeoutA SetClassLongA SetClipboardData SetCursor SetDlgItemTextA SetForegroundWindow SetTimer SetWindowLongA SetWindowPos SetWindowTextA ShowWindow SystemParametersInfoA TrackPopupMenu wsprintfA,1
5,0,6.013464133,2,0,0,8462,0,1.655260352,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,2.120196697,2,0,0,8462,0,0.87670452,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,5.652989214,2,0,0,8462,0,1.583165368,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,6.342228729,2,0,0,8462,0,1.721013271,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,4.122103509,2,0,0,8462,0,1.277085883,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,3.346516592,2,0,0,8462,0,1.121870843,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
10,352,7.999961533,3,2,0,558,0,3.395876378,66,4657152,CryptAcquireContextA CryptDecrypt CryptDestroyKey CryptImportKey CryptReleaseContext CryptSetKeyParam GetCurrentHwProfileA CloseHandle CreateToolhelp32Snapshot DeleteCriticalSection EnterCriticalSection GetLastError GetModuleHandleA GetProcAddress GetSystemTime GetTickCount64 GlobalMemoryStatusEx InitializeCriticalSection IsDebuggerPresent LeaveCriticalSection LoadLibraryA MultiByteToWideChar Process32First Process32Next SetUnhandledExceptionFilter Sleep TlsGetValue VirtualProtect VirtualQuery WideCharToMultiByte __C_specific_handler ___lc_codepage_func ___mb_cur_max_func __getmainargs __initenv __iob_func __set_app_type __setusermatherr _amsg_exit _cexit _commode _errno _fmode _initterm abort atexit calloc exit fprintf fputc free isleadbyte localeconv malloc memcpy memset signal strcmp strcpy strerror strlen strncmp strncpy strstr vfprintf wcslen,1
10,33056,7.961508516,11,0,0,35,1,1.581703951,10,27668480,GetComputerNameW GetClipboardData SetBrushOrgEx CryptHashData SHGetFolderPathW CoInitializeEx SysAllocString HttpQueryInfoA CryptStringToBinaryA BCryptHashData,1
5,0,2.096479363,2,0,0,8462,0,0.871961054,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,2.904639147,2,0,0,8462,0,1.033495354,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
2,33056,7.999242369,12,2,2,546,1,6.808631802,13,798720,GetModuleHandleA GetProcAddress WSAStartup ExitWindowsEx ShellExecuteA CoTaskMemFree SysAllocString RegCloseKey D3D11CreateDevice CreateDXGIFactory1 InternetOpenA GetExtendedUdpTable BCryptDecrypt,1
6,33088,7.91741089,6,3,0,290,0,4.779051279,101,389120,ProcessPrng WakeByAddressAll WakeByAddressSingle WaitOnAddress BCryptGenRandom SystemFunction036 GetProcessHeap HeapFree HeapReAlloc CloseHandle GetSystemTimePreciseAsFileTime LoadLibraryA GetProcAddress AddVectoredExceptionHandler SetThreadStackGuarantee GetCurrentThread GetLastError SetLastError GetEnvironmentVariableW GetCurrentThreadId GetCurrentDirectoryW GetCurrentProcess RtlCaptureContext ReleaseMutex WaitForSingleObjectEx lstrlenW GetCurrentProcessId CreateMutexA WideCharToMultiByte GetStdHandle GetConsoleMode GetConsoleOutputCP WaitForSingleObject MultiByteToWideChar WriteConsoleW HeapAlloc GetModuleHandleW FormatMessageW QueryPerformanceCounter QueryPerformanceFrequency GetModuleHandleA GetFullPathNameW FindFirstFileExW FindClose CreateFileW SetFileInformationByHandle GetFileInformationByHandle GetFileInformationByHandleEx ExitProcess GetModuleFileNameW GetCommandLineW SetFilePointerEx FlushFileBuffers HeapSize GetSystemTimeAsFileTime InitializeSListHead IsDebuggerPresent UnhandledExceptionFilter SetUnhandledExceptionFilter GetStartupInfoW IsProcessorFeaturePresent TerminateProcess RtlUnwind EncodePointer EnterCriticalSection LeaveCriticalSection DeleteCriticalSection InitializeCriticalSectionAndSpinCount TlsAlloc TlsGetValue TlsSetValue TlsFree FreeLibrary LoadLibraryExW RaiseException WriteFile GetModuleHandleExW GetCommandLineA FindNextFileW IsValidCodePage GetACP GetOEMCP GetCPInfo GetEnvironmentStringsW FreeEnvironmentStringsW SetEnvironmentVariableW SetStdHandle GetFileType GetStringTypeW FlsAlloc FlsGetValue FlsSetValue FlsFree InitializeCriticalSectionEx VirtualProtect CompareStringW LCMapStringW DecodePointer NtWriteFile RtlNtStatusToDosError NtReadFile,1
5,0,4.183679969,2,0,0,8462,0,1.289401175,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,3.437467708,2,0,0,8462,0,1.140061066,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,4.301782989,2,0,0,8462,0,1.313021779,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
10,32,7.99101687,3,0,1,558,1,4.105332762,3,6004736,GetModuleHandleA CloseServiceHandle GetSystemMetrics,1
10,33056,7.991945631,11,0,0,35,1,1.584820153,10,28012544,GetTimeZoneInformation GetClipboardData SetBrushOrgEx CryptDestroyHash SHGetFolderPathW CoInitializeEx SysAllocString HttpQueryInfoA CryptStringToBinaryA BCryptHashData,1
3,34112,5.847646663,1,0,0,2,0,3.704669705,1,90112,_CorExeMain,1
5,0,3.598079212,2,0,0,8462,0,1.172183367,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
10,33120,6.792537063,1,4,0,34,0,3.690203569,97,3833856,AcquireSRWLockExclusive CloseHandle CreateFileW CreateThread DecodePointer DeleteCriticalSection EncodePointer EnterCriticalSection EnumSystemLocalesW ExitProcess FindClose FindFirstFileExW FindNextFileW FlsAlloc FlsFree FlsGetValue FlsSetValue FlushFileBuffers FlushInstructionCache FreeEnvironmentStringsW FreeLibrary GetACP GetCPInfo GetCommandLineA GetCommandLineW GetConsoleMode GetConsoleOutputCP GetCurrentProcess GetCurrentProcessId GetCurrentThreadId GetEnvironmentStringsW GetExitCodeThread GetFileSizeEx GetFileType GetLastError GetLocaleInfoW GetModuleFileNameW GetModuleHandleA GetModuleHandleExW GetModuleHandleW GetOEMCP GetProcAddress GetProcessHeap GetStartupInfoW GetStdHandle GetStringTypeW GetSystemTimeAsFileTime GetUserDefaultLCID HeapAlloc HeapFree HeapReAlloc HeapSize InitializeCriticalSectionAndSpinCount InitializeCriticalSectionEx InitializeSListHead IsDebuggerPresent IsProcessorFeaturePresent IsValidCodePage IsValidLocale LCMapStringEx LCMapStringW LeaveCriticalSection LoadLibraryA LoadLibraryExW MultiByteToWideChar QueryPerformanceCounter QueryPerformanceFrequency RaiseException ReadConsoleW ReadFile ReleaseSRWLockExclusive RtlCaptureContext RtlLookupFunctionEntry RtlPcToFileHeader RtlUnwind RtlUnwindEx RtlVirtualUnwind SetFilePointerEx SetLastError SetStdHandle SetUnhandledExceptionFilter Sleep SleepConditionVariableSRW TerminateProcess TlsAlloc TlsFree TlsGetValue TlsSetValue UnhandledExceptionFilter VirtualAlloc VirtualFree VirtualProtect WaitForSingleObject WakeAllConditionVariable WideCharToMultiByte WriteConsoleW WriteFile,1
3,34112,5.519884131,1,0,0,258,0,3.482683672,1,73728,_CorExeMain,1
6,49472,6.712962137,3,4,0,258,0,5.49273865,155,479232,GetLastError SetLastError FormatMessageW GetCurrentProcess DeviceIoControl SetFileTime CloseHandle CreateDirectoryW RemoveDirectoryW CreateFileW DeleteFileW CreateHardLinkW GetShortPathNameW GetLongPathNameW MoveFileW GetFileType GetStdHandle WriteFile ReadFile FlushFileBuffers SetEndOfFile SetFilePointer SetFileAttributesW GetFileAttributesW FindClose FindFirstFileW FindNextFileW InterlockedDecrement GetVersionExW GetCurrentDirectoryW GetFullPathNameW FoldStringW GetModuleFileNameW GetModuleHandleW FindResourceW FreeLibrary GetProcAddress GetCurrentProcessId ExitProcess SetThreadExecutionState Sleep LoadLibraryW GetSystemDirectoryW CompareStringW AllocConsole FreeConsole AttachConsole WriteConsoleW GetProcessAffinityMask CreateThread SetThreadPriority InitializeCriticalSection EnterCriticalSection LeaveCriticalSection DeleteCriticalSection SetEvent ResetEvent ReleaseSemaphore WaitForSingleObject CreateEventW CreateSemaphoreW GetSystemTime SystemTimeToTzSpecificLocalTime TzSpecificLocalTimeToSystemTime SystemTimeToFileTime FileTimeToLocalFileTime LocalFileTimeToFileTime FileTimeToSystemTime GetCPInfo IsDBCSLeadByte MultiByteToWideChar WideCharToMultiByte GlobalAlloc LockResource GlobalLock GlobalUnlock GlobalFree LoadResource SizeofResource SetCurrentDirectoryW GetExitCodeProcess GetLocalTime GetTickCount MapViewOfFile UnmapViewOfFile CreateFileMappingW OpenFileMappingW GetCommandLineW SetEnvironmentVariableW ExpandEnvironmentStringsW GetTempPathW MoveFileExW GetLocaleInfoW GetTimeFormatW GetDateFormatW GetNumberFormatW DecodePointer SetFilePointerEx GetConsoleMode GetConsoleCP HeapSize SetStdHandle GetProcessHeap FreeEnvironmentStringsW GetEnvironmentStringsW GetCommandLineA GetOEMCP RaiseException GetSystemInfo VirtualProtect VirtualQuery LoadLibraryExA IsProcessorFeaturePresent IsDebuggerPresent UnhandledExceptionFilter SetUnhandledExceptionFilter GetStartupInfoW QueryPerformanceCounter GetCurrentThreadId GetSystemTimeAsFileTime InitializeSListHead TerminateProcess LocalFree RtlUnwind EncodePointer InitializeCriticalSectionAndSpinCount TlsAlloc TlsGetValue TlsSetValue TlsFree LoadLibraryExW QueryPerformanceFrequency GetModuleHandleExW GetModuleFileNameA GetACP HeapFree HeapAlloc HeapReAlloc GetStringTypeW LCMapStringW FindFirstFileExA FindNextFileA IsValidCodePage SysAllocString SysFreeString VariantClear GdipAlloc GdipDisposeImage GdipCloneImage GdipCreateBitmapFromStream GdipCreateBitmapFromStreamICM GdipCreateHBITMAPFromBitmap GdiplusStartup GdiplusShutdown GdipFree,1
5,0,2.157594711,2,0,0,8462,0,0.884086467,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,4.965460593,2,0,0,8462,0,1.445659643,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,4.166769876,2,0,0,8462,0,1.286019156,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
